ptl_cond,ntl_cond,chla_cond,turb_cond,anc_cond,salinity_cond,ptl,ntl,chla,st,region,lon_dd,lat_dd,lakename
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,609,7019,381.6,ND,North Central,-99.32424356,47.19305824,Unnamed Lake
2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,19,641,5.92,AZ,West,-109.3063643,34.15364617,Becker Lake
1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,76,1356,0.46,MT,West,-109.2416928,48.75289143,Twin Reservoir
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,480,3956,271.44,MT,West,-109.2416928,48.75289143,Twin Reservoir
1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,76,1356,0.46,MT,West,-109.2416928,48.75289143,Twin Reservoir
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,480,3956,271.44,MT,West,-109.2416928,48.75289143,Twin Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,5,108,0.43,MT,West,-114.5994561,48.21240982,Ashley Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1,150,0.66,MT,West,-114.5994561,48.21240982,Ashley Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,5,108,0.43,MT,West,-114.5994561,48.21240982,Ashley Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1,150,0.66,MT,West,-114.5994561,48.21240982,Ashley Lake
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,36,2234,12.91,AZ,West,-111.0870104,31.40138437,Pena Blanca Lake
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,56,466,8.11,AZ,West,-109.0936327,36.20871918,Wheatfields Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,4,156,1.58,CT,Northeast,-73.04056323,41.88000298,West Hill Pond
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3,82,1.33,CA,West,-119.3636363,38.14855815,Upper Twin Lakes
2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,33,763,12.8,IN,North Central,-85.93794192,41.17205162,Palestine Lake
2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,173,1158,52.56,KS,North Central,-95.45270584,39.639176,Clear Creek Lake
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,73,975,110.16,DE,South,-75.68870871,39.41622694,Noxontown Pond
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,7,293,1.36,WI,North Central,-89.54369029,45.997911619999996,Plum Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,69,898,22.25,TX,South,-99.39138265,33.39525121,Miller Creek Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,68,751,5.83,TX,South,-99.39138265,33.39525121,Miller Creek Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,69,898,22.25,TX,South,-99.39138265,33.39525121,Miller Creek Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,68,751,5.83,TX,South,-99.39138265,33.39525121,Miller Creek Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,16,342,1.87,IN,North Central,-86.1080157,39.34860511,Princes East
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,12,220,4.18,PA,Northeast,-76.84081042,41.63340269,Lake Nephawin
1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,16,366,8.22,ME,Northeast,-69.2311707,44.84955975,Sebasticook Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,21,521,5.2,OK,South,-97.68636485,34.59440722,Fuqua
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,34,656,10.4,VA,South,-78.62538711,37.21418362,Spring Creek
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,114,1520,79.8,IL,North Central,-88.12714851,42.37328848,Long Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,16,651,3.14,WI,North Central,-91.24994528,45.88100581,Blueberry Lake
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,30,1069,39,FL,South,-82.72114525,28.1024337,Lake Tarpon
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,14,244,2.56,NH,Northeast,-72.10321054,42.73356694,Sip Pond
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1184,15625,936,MN,North Central,-94.03191284,44.9419591,South Lake
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1061,14450,643.68,MN,North Central,-94.03191284,44.9419591,South Lake
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1184,15625,936,MN,North Central,-94.03191284,44.9419591,South Lake
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1061,14450,643.68,MN,North Central,-94.03191284,44.9419591,South Lake
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,61,866,21.76,KS,North Central,-94.85392322,37.75822313,Elm Creek Lake
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,33,353,2.59,UT,West,-111.5318192,38.51725431,Forsyth Reservoir
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,95,726,26.35,UT,West,-111.5318192,38.51725431,Forsyth Reservoir
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,33,353,2.59,UT,West,-111.5318192,38.51725431,Forsyth Reservoir
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,95,726,26.35,UT,West,-111.5318192,38.51725431,Forsyth Reservoir
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,8,780,1.44,MI,North Central,-86.10688883,43.9911006,Tallman Lake
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,57,2218,70.4,CA,West,-115.5092281,33.07333126,Ramer Lake
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,19,1002,6.75,MN,North Central,-96.0363618,46.25212358,Pebble Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,13,803,6.03,MN,North Central,-96.0363618,46.25212358,Pebble Lake
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,19,1002,6.75,MN,North Central,-96.0363618,46.25212358,Pebble Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,13,803,6.03,MN,North Central,-96.0363618,46.25212358,Pebble Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,55,698,19.68,OH,North Central,-84.68705386,39.68102041,Lake Lakengren
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,207,848,25.76,AR,South,-90.45779851,35.14239477,Blackfish Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,6,177,3.58,VT,Northeast,-73.05232335,43.89203643,Silver
3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED,209,5181,18.4,SD,North Central,-101.0545158,44.36456222,NA
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,263,8013,104.4,SD,North Central,-101.0545158,44.36456222,NA
3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED,209,5181,18.4,SD,North Central,-101.0545158,44.36456222,NA
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,263,8013,104.4,SD,North Central,-101.0545158,44.36456222,NA
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,61,721,30.62,OK,South,-98.88132868,34.51894059,Frederick Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,6,514,1.38,CA,West,-119.0740544,37.78861101,June Lake
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,68,907,30.1,WI,North Central,-92.42496232,45.32624711,Wapogasset Lake
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,100,1049,40.75,KS,North Central,-94.74900513,38.83461964,Heritage Park Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,9,284,3.13,PA,Northeast,-75.45750462,41.11130456,Lake Naomi
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,77,871,32.26,WV,South,-80.57939847,40.02942387,Middle Wheeling Creek
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,65,648,47.23,WV,South,-80.57939847,40.02942387,Middle Wheeling Creek
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,77,871,32.26,WV,South,-80.57939847,40.02942387,Middle Wheeling Creek
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,65,648,47.23,WV,South,-80.57939847,40.02942387,Middle Wheeling Creek
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,16,666,5.17,MN,North Central,-93.75949137,47.67254307,Upper Hatch
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1,48,1.13,NC,South,-83.66709127,35.16783478,Lake Natahala
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,3,71,0.3,WA,West,-121.1758404,48.70438576,Gorge
3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,447,1955,15.55,ND,North Central,-99.08101063,46.89197546,NA
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,94,1250,31.4,IL,North Central,-88.06164584,38.77692521,MD Borah Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,25,353,10.67,MA,Northeast,-70.08954132,41.71307603,Hinkley's Pond
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3,40,0.8,CA,West,-120.4416484,39.11225012,French Meadows Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1,239,0.77,AL,South,-87.31609868,34.00633269,Lewis Smith Reservoir
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,125,1355,68.85,OK,South,-99.24197456,35.43592446,Turkey Creek Site 6 Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,14,384,6.52,GA,South,-84.81807605,32.60301252,Mahaffey Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,18,419,7.79,GA,South,-84.81807605,32.60301252,Mahaffey Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,14,384,6.52,GA,South,-84.81807605,32.60301252,Mahaffey Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,18,419,7.79,GA,South,-84.81807605,32.60301252,Mahaffey Lake
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,162,1687,65.6,AR,South,-90.96329594,35.58384499,Lake Hogue
1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,4,205,2.41,WA,West,-122.0836788,47.57601003,Lake Sammamish
1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,6,201,4.11,WA,West,-122.0836788,47.57601003,Lake Sammamish
1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,4,205,2.41,WA,West,-122.0836788,47.57601003,Lake Sammamish
1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,6,201,4.11,WA,West,-122.0836788,47.57601003,Lake Sammamish
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,42,1340,9.07,MN,North Central,-95.76982211,47.46534213,Allen Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,8,88,4.36,IN,North Central,-86.46847503,39.02766863,Monroe Lake
2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,83,1463,58.46,MN,North Central,-94.96441345,45.2593824,Nest Lake
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,619,1367,19.2,NE,North Central,-96.52877618,40.3285507,Cedar Creek Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,6,508,17.6,NC,South,-79.1460479,36.15288306,Lake Orange
2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,36,1826,55.58,IN,North Central,-85.37102925,41.40043649,Skinner Lake
2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,872,22613,871.2,NE,North Central,-100.5303638,42.50465482,East Twin Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,38,594,31.68,VA,South,-76.82122952,37.29913592,Jolly Pond
1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,114,2008,38.74,ND,North Central,-102.9398075,48.40689317,Tioga Dam
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,45,569,21.92,GA,South,-84.20752986,33.58413004,Swan Lake
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,44,705,60.91,GA,South,-84.20752986,33.58413004,Swan Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,45,569,21.92,GA,South,-84.20752986,33.58413004,Swan Lake
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,44,705,60.91,GA,South,-84.20752986,33.58413004,Swan Lake
2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,14,283,1.88,MO,North Central,-90.58984208,37.64783657,Lake Hanna
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,7,385,2.74,MO,North Central,-90.58984208,37.64783657,Lake Hanna
2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,14,283,1.88,MO,North Central,-90.58984208,37.64783657,Lake Hanna
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,7,385,2.74,MO,North Central,-90.58984208,37.64783657,Lake Hanna
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,4,130,0.88,MT,West,-112.5389845,47.48039976,Nilan Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,46,506,1.67,MT,West,-112.5389845,47.48039976,Nilan Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,4,130,0.88,MT,West,-112.5389845,47.48039976,Nilan Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,46,506,1.67,MT,West,-112.5389845,47.48039976,Nilan Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,8,328,5.89,NH,Northeast,-71.24740864,43.19952563,Voydatch Pond
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,25,408,1.43,CO,West,-103.6093941,38.06219707,Holbrook Reservoir
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,96,710,17.42,CO,West,-103.6093941,38.06219707,Holbrook Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,25,408,1.43,CO,West,-103.6093941,38.06219707,Holbrook Reservoir
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,96,710,17.42,CO,West,-103.6093941,38.06219707,Holbrook Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,4,219,3.6,NY,Northeast,-74.449008,43.95295544,Long Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,14,584,4.78,MI,North Central,-85.46799659,43.21855689,Pine Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,8,626,7.8,IN,North Central,-85.75477789,41.3229061,Tippecanoe Lake
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,23,678,1.86,NV,West,-115.1177953,38.38849036,Dacey Reservoir Lower
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,25,588,4.23,NV,West,-115.1177953,38.38849036,Dacey Reservoir Lower
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,23,678,1.86,NV,West,-115.1177953,38.38849036,Dacey Reservoir Lower
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,25,588,4.23,NV,West,-115.1177953,38.38849036,Dacey Reservoir Lower
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,7,265,2.98,MN,North Central,-94.17531685,46.57881675,Pelican Lake
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,36,383,2.66,TN,South,-85.55980719,35.01895093,Nickajack Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,14,396,2.1,MT,West,-107.5902123,48.47756954,Nelson Reservoir
