ptl_cond,ntl_cond,chla_cond,turb_cond,anc_cond,salinity_cond,ptl,ntl,chla,st,region,lon_dd,lat_dd,lakename
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,24,416,5.28,SC,South,-80.6282663,34.32056025,Vaughn Pond
3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,378,1536,1.14,MT,West,-109.1837945,47.64355769,NA
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,12,524,3.82,MI,North Central,-86.21029029,42.08118015,Round Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,40,425,22.88,VA,South,-77.88158812,37.95715701,Little River Reservoir
3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED,278,3391,34.2,ND,North Central,-100.0594809,47.23309947,Lake Helen
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,30,479,9.26,OH,North Central,-83.77648752,38.93435896,Lake Waynoka
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,4,86,0.52,MT,West,-112.3069538,47.88008342,Eureka Reservoir
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,38,901,22.72,CT,Northeast,-73.28915784,41.44985958,Lake Zoar
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,41,880,7.19,MO,North Central,-93.85323148,40.39202891,Reeder Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,15,568,9.81,MI,North Central,-83.84598941,42.58198097,Lake Chemung
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,77,1704,66.24,IA,North Central,-94.66049019,43.13964644,Five Island Lake
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,69,749,21.44,OK,South,-96.55655629,35.87344908,Little Deep Fork Creek Site 10 Reservoir
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,36,1174,7.56,MN,North Central,-90.98970016,47.66725682,Richey Lake
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,553,5003,138.24,ND,North Central,-99.05940629,47.13645291,NA
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,19,439,6.66,ND,North Central,-99.71392205,48.8960231,Fayant Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,5,563,1.98,MI,North Central,-83.3105724,42.74496123,Mill Lake
2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,160,4348,255.6,IA,North Central,-94.69023855,43.30580348,Ingham Lake
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,94,856,39.89,KS,North Central,-95.2899994,39.01484504,Lake View Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,25,441,10.56,NJ,Northeast,-74.13720525,40.30650105,Swimming River Reservoir
2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,20,561,4,MN,North Central,-91.60874473,47.76285371,August Lake
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,81,1454,125.28,GA,South,-84.47502308,33.29231012,Kelly Lake
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,190,1878,3.31,WA,West,-119.5926045,47.72869709,Grimes
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,54,344,18.4,TN,South,-87.94670174,34.83840643,Pickwick Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,6,236,1.26,NY,Northeast,-77.14037466,42.49353258,Keula Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3,285,9.6,TX,South,-94.30727333,31.19359518,Sam Rayburn
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,295,1329,28.66,KS,North Central,-99.18240152,39.61456971,Kirwin Reservoir
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,88,1477,89.71,OH,North Central,-81.46928239,39.92081406,Camp Seneca Lake
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,22,464,8.75,MO,North Central,-91.45201074,38.08837452,Indian Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1,28,0.15,WA,West,-121.094003,47.26690206,Cle Elum Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1,171,0.8,OR,West,-122.2142097,42.36491565,Lake of the Woods
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,161,1406,39.8,WI,North Central,-88.41583313,44.00551584,Lake Winnebago
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,243,2372,155.52,IL,North Central,-88.83968274,37.66794161,NA
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,246,2213,165.6,IL,North Central,-88.83968274,37.66794161,NA
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,243,2372,155.52,IL,North Central,-88.83968274,37.66794161,NA
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,246,2213,165.6,IL,North Central,-88.83968274,37.66794161,NA
3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,774,1183,23.11,ND,North Central,-97.23731774,46.09726783,Grass Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3,68,0.34,OR,West,-117.2723703,45.22936379,Ice Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,8,406,4.53,WI,North Central,-89.47240376,45.35264891,Echo Lake
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,530,2784,318.24,CO,West,-104.5793379,39.99374059,Horse Creek Reservoir
1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED,92,3950,13.86,ND,North Central,-100.0458254,47.34437749,NA
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,14,273,3.58,SC,South,-82.33960673,35.05636423,Pennoyer Farm Pond
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,8,293,1.04,MT,West,-114.4032969,47.92615582,Lake Mary Ronan
1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,90,2503,12.67,ND,North Central,-99.56622833,46.64554759,Alkaline Lake
3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,171,665,36.17,NE,North Central,-98.6667271,42.80283231,Spencer Dam Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,8,262,2.9,KS,North Central,-94.76922848,39.03618262,Quivira Lake
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,109,1713,128.74,NJ,Northeast,-74.46409963,41.16921419,Highland Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,4,230,2.1,MN,North Central,-91.80243774,48.04272711,Alruss
3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,224,6469,10.98,OH,North Central,-83.14039964,40.20925528,O'Shaughnessey Reservoir
3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,733,7750,49.03,SD,North Central,-99.03925508,45.8905697,NA
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,126,1328,53.64,IL,North Central,-88.46818961,39.3479549,Lake Mattoon
1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,102,1083,61.02,IL,North Central,-88.46818961,39.3479549,Lake Mattoon
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,126,1328,53.64,IL,North Central,-88.46818961,39.3479549,Lake Mattoon
1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,102,1083,61.02,IL,North Central,-88.46818961,39.3479549,Lake Mattoon
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,193,1500,46.22,MN,North Central,-96.29030059,44.43065201,North Ash Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,9,118,7.57,NC,South,-81.29840323,35.79847217,Lake Hickory
2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,63,558,12.5,MS,South,-88.61259404,30.47158625,Moon Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,19,1041,4.42,IL,North Central,-87.52959736,41.63897307,Powderhorn
2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,16,265,2.21,UT,West,-109.6229151,40.75775549,Oaks Park Reservoir
3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,144,165,8.02,MO,North Central,-90.79086629,37.14689417,Clearwater Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,9,318,5.92,MA,Northeast,-71.89175564,42.25855906,Kettle Brook Reservoir #1
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,9,433,1.18,NM,West,-104.6397618,36.60379676,Laguna Madre
2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,17,315,4.18,CT,Northeast,-73.45450471,41.93751914,Wononpakook Lake
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,12,336,4.32,AZ,West,-111.2044517,34.53807855,Blue Ridge
2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,65,634,23.68,MI,North Central,-85.20168529,42.61644253,Thornapple Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1,504,6.19,IN,North Central,-85.0498935,41.67158213,Crooked Lake
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,24,826,9.43,MN,North Central,-95.6552124,46.97285023,Flat Lake
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,45,824,10.16,CA,West,-118.1208238,34.55063761,Lake Palmdale
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,59,768,9.52,WI,North Central,-92.16793858,45.723515570000004,NA
1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,60,724,17.83,PA,Northeast,-75.86456997,40.1114616,Struble Lake
3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,775,1414,42.24,CO,West,-104.9010317,40.48406381,Windsor Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,242,6934,48,NE,North Central,-101.8384538,42.14994307,Mother Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,11,500,3.79,MN,North Central,-92.1073,48.1652,Lamb Lake
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,129,648,13.72,AZ,West,-109.4367421,34.03321325,River Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3,224,0.25,MT,West,-113.9310021,48.57775125,Lake McDonald
2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,122,3069,28.68,ND,North Central,-99.63068806,47.07428203,NA
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,8,541,3.08,MI,North Central,-83.92048752,44.43080897,Lake Au Sable
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,11,778,4.01,IN,North Central,-86.33837152,40.91152674,Fletcher Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,23,424,8.08,OK,South,-96.55493352,35.20544322,Sportsman Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBED,1:LEAST DISTURBED,1,197,1.15,WI,North Central,-89.61298609,46.00218518,Crystal Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,5,461,2.62,MI,North Central,-84.32304093,42.12121846,Clark Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,6,240,1.22,UT,West,-111.3838226,41.18833129,Lost Creek Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,4,241,3,IN,North Central,-86.21179967,39.27750349,Woodland Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,4,298,2.76,ME,Northeast,-70.66748588,45.33667139,Long Pond
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,69,1328,32.11,MN,North Central,-94.33240543,45.00157961,Lake Jennie
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,24,328,16.64,NC,South,-79.04177704,35.03251939,Lake Rim
2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,133,2741,349.2,IL,North Central,-88.12382987,42.28383032,Mutton Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,9,251,82.22,NC,South,-78.52879549,35.81387892,Beaverdam Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3,133,1.81,UT,West,-110.7617077,40.67877769,Dean Lake
2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,62,2869,104.53,FL,South,-82.77867302,27.84728979,Lake Seminole
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,9,281,1.87,NY,Northeast,-74.67614714,41.70034673,Anawana Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3,96,6.18,OR,West,-123.3000758,44.08794072,Fern Ridge Lake
2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,152,984,48.96,TX,South,-97.8223278,30.00789769,Soil Conservation Service Site 6 Reservoir
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,26,753,16.57,IN,North Central,-86.47388358,41.41506353,Koontz Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,9,611,2.64,MN,North Central,-95.84076097,46.41917873,Round Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,44,836,49.58,IN,North Central,-84.96745506,39.60633701,Whitewater Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,10,230,5.04,AR,South,-93.11174318,34.44592488,Hamilton Lake
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,17,834,2.98,MI,North Central,-86.80571961,46.04071508,McDonald
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,11,240,2.5,WI,North Central,-92.56439548,45.31578279,Round Lake
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,182,1340,138.82,KS,North Central,-97.16290101,38.75947482,NA
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,148,1237,43.78,KS,North Central,-97.16290101,38.75947482,NA
3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,182,1340,138.82,KS,North Central,-97.16290101,38.75947482,NA
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,148,1237,43.78,KS,North Central,-97.16290101,38.75947482,NA
2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,22,437,6.55,PA,Northeast,-75.52182529,41.09921102,Pocono Lake
1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,75,4184,5.72,ND,North Central,-101.5137215,47.86470218,Douglas Pond?
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,64,547,21.6,WA,West,-117.3323799,48.27375687,Calispell
1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,99,3794,38.87,ND,North Central,-99.45309149,47.0508466,Lake Louise
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,31,478,22.4,TN,South,-88.31948013,35.67385009,Cedar Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,12,391,10.4,MA,Northeast,-70.3351834,41.65548495,Long Pond
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,422,4053,81.6,IA,North Central,-93.46829619,43.37516208,Rice Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,9:NO DATA,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,23,616,NA,TX,South,-96.10401913,33.16058732,Greenville Reservoir #5
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,8,487,5.08,IN,North Central,-86.00305553,40.49021653,Kokomo Reservoir No. 1
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,12,483,5.65,MO,North Central,-91.00152146,39.29721636,NA
2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,52,504,4.75,NM,West,-105.1611962,35.55992713,Bentley Lake
1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1,131,1.83,ME,Northeast,-70.52697713,44.04280484,Pleasant Lake
3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,117,3309,83.38,MN,North Central,-94.95289584,45.23854717,East Woodcock Lake
2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,141,771,28.87,OK,South,-96.50308213,34.52419902,Upper Clear Boggy Creek Site 9 Reservoir
